Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales,Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales,Bacteria;Desulfobacterota;Syntrophia;Syntrophales,Bacteria;SAR324 clade(Marine group B);uncultured delta proteobacterium,label
2.0,2.0,5.0,0.0,0.0,234.0,6601.0,0.0,0.0,1.0,177.0,2.0,190.0,0.0,80.0,39.0,0.0,32.0,140.0,0.0,1.0,0.0,0.0,1159.0,34.0,2169.0,1.0,13.0,0.0,1.0,1056.0,13.0,0.0,0.0,2.0,609.0,0.0,36.0,15.0,0.0,0.0,0.0,0
1.0,1.0,1.0,0.0,0.0,194.0,6154.0,4.0,0.0,0.0,44.0,0.0,225.0,2.0,38.0,110.0,0.0,322.0,99.0,3.0,8.0,0.0,2.0,1301.0,17.0,2591.0,14.0,13.0,0.0,0.0,4.0,925.0,0.0,0.0,0.0,158.0,0.0,5629.0,0.0,0.0,0.0,1.0,1
11.0,1.0,0.0,3.0,0.0,390.0,3193.0,0.0,0.0,99.0,1.0,1.0,710.0,4.0,2205.0,375.0,1.0,567.0,776.0,4.0,961.0,0.0,0.0,1600.0,70.0,3508.0,7.0,31.0,0.0,0.0,0.0,4712.0,0.0,1.0,0.0,21.0,0.0,52.0,193.0,1.0,0.0,6.0,0
1.0,0.0,0.0,0.0,0.0,42.0,4523.0,1.0,0.0,6.0,32.0,0.0,141.0,0.0,3.0,0.0,0.0,16.0,3.0,7.0,5.0,0.0,0.0,468.0,2.0,1381.0,3.0,18.0,7.0,0.0,108.0,0.0,0.0,0.0,0.0,220.0,0.0,223.0,0.0,0.0,0.0,1.0,1
7.0,0.0,5.0,32.0,1.0,63.0,10408.0,18.0,0.0,8.0,0.0,0.0,138.0,0.0,540.0,0.0,27.0,15.0,4.0,0.0,0.0,0.0,0.0,3810.0,0.0,5148.0,29.0,18.0,0.0,0.0,3485.0,25.0,0.0,0.0,0.0,3324.0,0.0,7021.0,0.0,2.0,0.0,0.0,1
4.0,0.0,0.0,1.0,0.0,100.0,13842.0,0.0,2.0,0.0,0.0,0.0,508.0,0.0,36.0,0.0,1.0,393.0,0.0,3.0,667.0,0.0,0.0,5658.0,57.0,4122.0,0.0,19.0,0.0,0.0,0.0,3643.0,0.0,0.0,0.0,17.0,0.0,73.0,237.0,1.0,0.0,0.0,0
2.0,3.0,0.0,1.0,0.0,731.0,7106.0,1.0,0.0,7.0,156.0,0.0,456.0,0.0,287.0,0.0,0.0,149.0,192.0,18.0,53.0,1.0,1.0,2689.0,154.0,4020.0,27.0,29.0,0.0,1.0,168.0,2073.0,0.0,0.0,0.0,108.0,0.0,501.0,10.0,11.0,0.0,0.0,1
0.0,0.0,0.0,1.0,2.0,28.0,7131.0,1.0,0.0,20.0,0.0,0.0,38.0,0.0,5.0,0.0,0.0,48.0,0.0,4.0,30.0,0.0,0.0,1041.0,17.0,1774.0,5.0,6.0,7.0,0.0,0.0,579.0,0.0,0.0,0.0,71.0,0.0,415.0,0.0,0.0,0.0,0.0,0
0.0,6.0,3.0,3.0,8.0,29.0,10806.0,0.0,0.0,0.0,12.0,0.0,244.0,0.0,213.0,3.0,0.0,20.0,5.0,0.0,6.0,8.0,0.0,5045.0,284.0,3027.0,0.0,43.0,0.0,0.0,1253.0,8704.0,0.0,0.0,2.0,124.0,0.0,8.0,339.0,1.0,0.0,0.0,0
0.0,1.0,4.0,0.0,0.0,66.0,10422.0,0.0,1.0,282.0,88.0,0.0,83.0,0.0,1.0,28.0,0.0,2197.0,573.0,73.0,3.0,0.0,0.0,1387.0,101.0,4498.0,17.0,21.0,0.0,0.0,112.0,2680.0,0.0,0.0,0.0,129.0,0.0,21.0,0.0,1.0,0.0,0.0,0
2.0,0.0,5.0,2.0,0.0,173.0,3278.0,0.0,0.0,0.0,15.0,35.0,959.0,0.0,87.0,0.0,0.0,301.0,395.0,100.0,6.0,0.0,0.0,1791.0,70.0,3954.0,15.0,66.0,0.0,1.0,52.0,11.0,0.0,0.0,0.0,81.0,0.0,7260.0,0.0,0.0,0.0,0.0,1
1.0,1.0,4.0,0.0,0.0,206.0,9554.0,0.0,0.0,17.0,29.0,0.0,42.0,46.0,45.0,1027.0,6.0,923.0,3174.0,240.0,113.0,0.0,7.0,2829.0,57.0,5252.0,46.0,41.0,10.0,0.0,81.0,505.0,0.0,1.0,0.0,71.0,0.0,296.0,20.0,0.0,0.0,1.0,0
1.0,20.0,0.0,3.0,25.0,104.0,3579.0,0.0,0.0,0.0,35.0,0.0,919.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,614.0,0.0,0.0,11463.0,6.0,879.0,1.0,23.0,0.0,0.0,14.0,89.0,1.0,1.0,0.0,64.0,0.0,48287.0,118.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,108.0,6404.0,0.0,0.0,39.0,30.0,0.0,113.0,30.0,136.0,54.0,1.0,700.0,290.0,23.0,13.0,1.0,2.0,1296.0,49.0,2214.0,7.0,54.0,8.0,0.0,0.0,53.0,0.0,0.0,0.0,79.0,0.0,183.0,10.0,0.0,0.0,0.0,0
0.0,10.0,0.0,0.0,0.0,150.0,2661.0,0.0,0.0,0.0,39.0,0.0,111.0,0.0,563.0,0.0,0.0,10.0,31.0,0.0,13.0,0.0,0.0,4452.0,15.0,4645.0,0.0,8.0,0.0,0.0,7051.0,203.0,1.0,0.0,0.0,16.0,0.0,127.0,0.0,0.0,0.0,0.0,1
5.0,2.0,0.0,0.0,0.0,586.0,10549.0,0.0,0.0,0.0,0.0,0.0,270.0,11.0,60.0,21.0,0.0,155.0,136.0,22.0,3.0,1.0,6.0,3458.0,276.0,3985.0,9.0,51.0,0.0,3.0,0.0,209.0,0.0,2.0,0.0,187.0,0.0,100.0,1.0,0.0,0.0,3.0,0
0.0,0.0,0.0,2.0,0.0,120.0,11539.0,0.0,0.0,97.0,21.0,0.0,121.0,0.0,76.0,293.0,0.0,253.0,1835.0,5.0,205.0,0.0,0.0,3339.0,112.0,6315.0,4.0,98.0,1.0,0.0,222.0,1533.0,1.0,2.0,0.0,93.0,0.0,342.0,263.0,3.0,0.0,0.0,0
0.0,1.0,0.0,1.0,1.0,88.0,9482.0,1.0,0.0,121.0,13.0,5.0,181.0,89.0,248.0,772.0,0.0,307.0,259.0,12.0,9.0,0.0,0.0,3712.0,49.0,3932.0,20.0,18.0,10.0,1.0,1013.0,27.0,0.0,1.0,0.0,994.0,0.0,15.0,513.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,51.0,8040.0,0.0,0.0,0.0,25.0,0.0,127.0,0.0,198.0,0.0,2.0,15.0,87.0,1.0,95.0,0.0,0.0,2672.0,62.0,2221.0,4.0,106.0,0.0,2.0,0.0,1225.0,0.0,1.0,0.0,15.0,0.0,585.0,102.0,1.0,0.0,1.0,0
5.0,1.0,8.0,0.0,0.0,340.0,6138.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,85.0,0.0,0.0,44.0,1.0,3.0,13.0,0.0,2.0,2232.0,90.0,2591.0,9.0,21.0,0.0,3.0,296.0,1640.0,0.0,0.0,0.0,31.0,0.0,22.0,39.0,0.0,0.0,0.0,1
0.0,0.0,7.0,0.0,0.0,9.0,9464.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,12.0,0.0,4.0,0.0,1170.0,3.0,10.0,0.0,0.0,6344.0,133.0,2272.0,0.0,0.0,0.0,0.0,0.0,819.0,0.0,0.0,3.0,0.0,0.0,25.0,53.0,0.0,0.0,0.0,1
1.0,0.0,1.0,2.0,3.0,397.0,1184.0,1.0,1.0,32.0,0.0,0.0,885.0,0.0,229.0,397.0,0.0,106.0,2.0,0.0,228.0,0.0,0.0,2908.0,447.0,4026.0,1.0,43.0,0.0,0.0,6.0,1113.0,1.0,0.0,0.0,16.0,0.0,2.0,279.0,0.0,0.0,0.0,0
4.0,2.0,0.0,0.0,0.0,317.0,24030.0,1958.0,0.0,43.0,190.0,0.0,25.0,10.0,12.0,19.0,0.0,2575.0,153.0,860.0,27.0,4.0,0.0,1535.0,23.0,5370.0,12.0,69.0,65.0,0.0,71.0,40.0,3.0,0.0,0.0,512.0,0.0,1914.0,76.0,2.0,0.0,12.0,1
1.0,0.0,0.0,2.0,0.0,53.0,7809.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,499.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4405.0,21.0,2065.0,0.0,3.0,0.0,0.0,0.0,7688.0,1.0,0.0,1.0,40.0,0.0,4914.0,2.0,2.0,0.0,0.0,1
13.0,33.0,8.0,10.0,0.0,767.0,5071.0,1.0,0.0,0.0,6.0,83.0,998.0,0.0,2184.0,0.0,2.0,0.0,0.0,23.0,31.0,4.0,0.0,15488.0,687.0,2962.0,0.0,97.0,0.0,0.0,123.0,468.0,0.0,10.0,10.0,252.0,0.0,4.0,19.0,30.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,710.0,10079.0,2.0,0.0,9.0,270.0,15.0,300.0,0.0,4.0,0.0,0.0,325.0,1.0,0.0,9.0,0.0,0.0,3038.0,10.0,3183.0,2.0,33.0,0.0,0.0,4.0,2150.0,0.0,0.0,0.0,78.0,0.0,6520.0,70.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,2.0,4451.0,0.0,0.0,9.0,70.0,0.0,40.0,0.0,5.0,8.0,0.0,177.0,11.0,0.0,7.0,0.0,0.0,2145.0,17.0,2182.0,0.0,17.0,0.0,0.0,0.0,1157.0,0.0,0.0,0.0,341.0,0.0,32.0,2.0,0.0,0.0,0.0,0
32.0,1.0,7.0,9.0,25.0,1846.0,6775.0,0.0,10.0,1.0,67.0,0.0,248.0,0.0,462.0,0.0,7.0,315.0,960.0,0.0,429.0,0.0,0.0,7086.0,177.0,9353.0,0.0,57.0,0.0,0.0,345.0,8445.0,0.0,15.0,0.0,168.0,0.0,2944.0,6.0,4.0,0.0,0.0,0
10.0,0.0,3.0,0.0,0.0,205.0,8327.0,0.0,0.0,1.0,90.0,0.0,24.0,0.0,90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3952.0,28.0,2848.0,0.0,20.0,0.0,0.0,283.0,4.0,0.0,11.0,0.0,14.0,0.0,1062.0,10.0,0.0,0.0,0.0,1
0.0,1.0,1.0,1.0,0.0,77.0,10179.0,0.0,0.0,0.0,23.0,0.0,125.0,0.0,19.0,0.0,1.0,103.0,1300.0,0.0,64.0,1.0,0.0,1233.0,19.0,2888.0,0.0,18.0,0.0,0.0,32.0,193.0,0.0,0.0,0.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,0
3.0,3.0,2.0,0.0,7.0,177.0,4158.0,1.0,0.0,109.0,27.0,0.0,112.0,0.0,29.0,0.0,4.0,48.0,77.0,0.0,11.0,0.0,0.0,1986.0,42.0,1343.0,1.0,25.0,0.0,0.0,64.0,10.0,0.0,2.0,0.0,59.0,0.0,45.0,14.0,0.0,0.0,0.0,1
15.0,0.0,2.0,1.0,0.0,342.0,2035.0,0.0,0.0,0.0,5.0,0.0,1334.0,6.0,895.0,134.0,3.0,1426.0,588.0,96.0,43.0,2.0,14.0,4596.0,138.0,10036.0,60.0,873.0,0.0,0.0,0.0,35.0,0.0,7.0,0.0,49.0,0.0,4651.0,0.0,0.0,0.0,0.0,1
40.0,0.0,7.0,8.0,0.0,878.0,5506.0,0.0,0.0,0.0,13.0,0.0,605.0,0.0,1739.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6321.0,1497.0,12762.0,0.0,2.0,0.0,0.0,0.0,1398.0,0.0,7.0,0.0,240.0,0.0,92.0,187.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,69.0,7691.0,23.0,15.0,3.0,52.0,0.0,1030.0,0.0,55.0,204.0,0.0,108.0,509.0,0.0,92.0,0.0,0.0,3287.0,214.0,7141.0,0.0,160.0,0.0,0.0,44.0,19.0,0.0,0.0,0.0,41.0,0.0,315.0,14.0,8.0,0.0,0.0,0
0.0,0.0,3.0,1.0,14.0,322.0,955.0,21.0,0.0,0.0,152.0,13.0,2022.0,0.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9039.0,731.0,608.0,0.0,28.0,0.0,0.0,30.0,3.0,4.0,0.0,0.0,429.0,0.0,82.0,0.0,0.0,0.0,0.0,4
2.0,0.0,0.0,0.0,0.0,40.0,6359.0,0.0,1.0,0.0,45.0,0.0,48.0,0.0,41.0,63.0,0.0,130.0,16.0,3.0,7.0,0.0,0.0,1071.0,21.0,1955.0,6.0,19.0,2.0,0.0,0.0,1619.0,0.0,0.0,3.0,137.0,0.0,26.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,161.0,6441.0,0.0,0.0,0.0,40.0,0.0,120.0,0.0,29.0,0.0,0.0,49.0,40.0,42.0,1.0,0.0,0.0,1306.0,25.0,1485.0,0.0,10.0,0.0,1.0,137.0,13.0,0.0,0.0,0.0,90.0,0.0,134.0,2.0,0.0,0.0,14.0,1
0.0,0.0,0.0,0.0,0.0,6.0,7037.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,8.0,0.0,59.0,191.0,0.0,3.0,0.0,0.0,1595.0,18.0,1596.0,3.0,28.0,0.0,0.0,0.0,838.0,0.0,0.0,0.0,14.0,0.0,13.0,10.0,0.0,0.0,0.0,0
3.0,0.0,1.0,2.0,0.0,138.0,947.0,31.0,0.0,0.0,1.0,0.0,173.0,13.0,54.0,0.0,5.0,188.0,279.0,9.0,7.0,1.0,0.0,1018.0,22.0,5778.0,4.0,16.0,0.0,0.0,643.0,2.0,0.0,0.0,0.0,28.0,0.0,4.0,0.0,0.0,0.0,0.0,1
3.0,0.0,0.0,0.0,0.0,297.0,10497.0,0.0,0.0,0.0,31.0,0.0,184.0,7.0,355.0,1.0,0.0,122.0,12.0,6.0,249.0,2.0,0.0,2904.0,66.0,3983.0,5.0,46.0,0.0,2.0,0.0,11958.0,0.0,3.0,3.0,47.0,0.0,13.0,27.0,3.0,0.0,1.0,0
6.0,0.0,0.0,1.0,0.0,508.0,5821.0,0.0,0.0,0.0,324.0,0.0,169.0,0.0,171.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5041.0,0.0,568.0,0.0,2.0,0.0,0.0,2251.0,20.0,0.0,0.0,0.0,1159.0,0.0,1636.0,0.0,0.0,0.0,0.0,0
10.0,0.0,1.0,4.0,0.0,318.0,1292.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,63.0,0.0,0.0,29.0,0.0,2.0,56.0,0.0,0.0,3506.0,81.0,4408.0,1.0,48.0,0.0,0.0,0.0,2032.0,0.0,8.0,0.0,7.0,1.0,996.0,4.0,0.0,0.0,0.0,0
3.0,2.0,0.0,0.0,0.0,44.0,3725.0,0.0,0.0,0.0,28.0,0.0,45.0,0.0,17.0,4.0,0.0,102.0,1888.0,38.0,2.0,0.0,4.0,1111.0,40.0,1874.0,6.0,8.0,1.0,0.0,2.0,823.0,0.0,0.0,2.0,452.0,0.0,2.0,122.0,0.0,0.0,2.0,0
1.0,2.0,0.0,0.0,0.0,180.0,5751.0,4.0,0.0,0.0,6.0,3.0,460.0,0.0,146.0,147.0,4.0,1380.0,542.0,9.0,7.0,0.0,1.0,3639.0,201.0,6054.0,18.0,159.0,3.0,1.0,110.0,26.0,0.0,5.0,3.0,80.0,0.0,4273.0,0.0,13.0,0.0,0.0,1
0.0,11.0,0.0,1.0,1.0,873.0,3982.0,0.0,0.0,0.0,103.0,0.0,235.0,236.0,858.0,548.0,1.0,578.0,2764.0,210.0,2.0,0.0,8.0,1839.0,22.0,4724.0,31.0,105.0,10.0,0.0,60.0,1.0,0.0,0.0,0.0,64.0,0.0,7909.0,0.0,0.0,0.0,0.0,0
19.0,3.0,1.0,3.0,0.0,687.0,6030.0,0.0,0.0,0.0,60.0,0.0,298.0,0.0,755.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2874.0,25.0,1427.0,0.0,0.0,0.0,0.0,0.0,3238.0,0.0,1.0,0.0,98.0,0.0,2958.0,0.0,0.0,0.0,0.0,2
1.0,0.0,0.0,0.0,0.0,101.0,12610.0,26.0,0.0,0.0,7.0,0.0,74.0,11.0,90.0,265.0,0.0,155.0,3.0,76.0,9.0,0.0,0.0,2264.0,164.0,8122.0,34.0,27.0,1.0,0.0,373.0,108.0,0.0,0.0,0.0,23.0,0.0,521.0,35.0,2.0,0.0,0.0,0
0.0,0.0,1.0,2.0,0.0,1589.0,1465.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,237.0,0.0,6.0,36.0,12.0,0.0,1417.0,5.0,0.0,1664.0,136.0,5159.0,0.0,17.0,0.0,0.0,26.0,1024.0,0.0,5.0,4.0,7.0,0.0,9001.0,538.0,0.0,0.0,0.0,0
4.0,0.0,0.0,1.0,0.0,78.0,8883.0,0.0,0.0,11.0,4.0,0.0,46.0,10.0,0.0,939.0,0.0,1021.0,1903.0,61.0,13.0,5.0,27.0,1414.0,311.0,7036.0,51.0,125.0,16.0,0.0,496.0,0.0,0.0,0.0,0.0,304.0,1.0,3.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,82.0,7829.0,0.0,0.0,0.0,4.0,0.0,59.0,0.0,269.0,0.0,0.0,232.0,0.0,0.0,10.0,0.0,0.0,1324.0,15.0,3054.0,0.0,5.0,0.0,0.0,1.0,774.0,0.0,0.0,0.0,162.0,0.0,469.0,3.0,0.0,0.0,0.0,4
0.0,0.0,0.0,2.0,7.0,210.0,362.0,24.0,4.0,0.0,11.0,0.0,148.0,0.0,87.0,0.0,6.0,2.0,66.0,0.0,32.0,0.0,0.0,5635.0,6.0,391.0,0.0,3.0,0.0,0.0,0.0,2543.0,0.0,0.0,0.0,16.0,3.0,1360.0,9.0,0.0,0.0,4.0,0
5.0,0.0,2.0,3.0,0.0,50.0,4604.0,24.0,0.0,0.0,6.0,0.0,118.0,0.0,75.0,2.0,0.0,11.0,263.0,0.0,3.0,0.0,0.0,583.0,65.0,1253.0,0.0,8.0,0.0,0.0,1.0,1316.0,3.0,1.0,0.0,78.0,0.0,289.0,32.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,1.0,3613.0,18.0,0.0,8.0,0.0,0.0,64.0,0.0,3.0,218.0,0.0,181.0,16.0,7.0,13.0,0.0,0.0,1241.0,9.0,1416.0,1.0,9.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,11.0,0.0,1540.0,0.0,0.0,0.0,3.0,0
0.0,0.0,40.0,123.0,1.0,419.0,6850.0,1.0,0.0,861.0,106.0,1691.0,379.0,253.0,19.0,1.0,0.0,129.0,9.0,10.0,2.0,0.0,22.0,1827.0,45.0,3909.0,3.0,12.0,1.0,0.0,249.0,2.0,0.0,0.0,0.0,308.0,0.0,13571.0,0.0,0.0,0.0,2.0,1
3.0,1.0,0.0,0.0,0.0,36.0,9508.0,0.0,1.0,0.0,10.0,0.0,271.0,0.0,76.0,4.0,0.0,648.0,113.0,0.0,49.0,0.0,0.0,1245.0,25.0,1928.0,0.0,24.0,0.0,0.0,96.0,4.0,15.0,3.0,0.0,489.0,0.0,6.0,545.0,0.0,0.0,0.0,0
0.0,8.0,1.0,0.0,0.0,1088.0,10814.0,0.0,0.0,0.0,18.0,1.0,653.0,0.0,164.0,0.0,3.0,137.0,69.0,0.0,2.0,0.0,0.0,5198.0,6.0,4620.0,0.0,79.0,0.0,0.0,204.0,24.0,0.0,0.0,3.0,48.0,0.0,9.0,0.0,2.0,0.0,0.0,0
9.0,20.0,1.0,0.0,0.0,424.0,11095.0,0.0,0.0,0.0,14.0,0.0,61.0,0.0,760.0,0.0,2.0,11.0,0.0,0.0,4.0,0.0,0.0,2103.0,19.0,2620.0,0.0,74.0,0.0,0.0,60.0,3533.0,0.0,0.0,0.0,177.0,0.0,74.0,13.0,0.0,0.0,0.0,1
8.0,8.0,2.0,1.0,5.0,160.0,4994.0,64.0,0.0,5.0,0.0,0.0,892.0,0.0,812.0,0.0,3.0,23.0,4.0,0.0,27.0,0.0,0.0,9927.0,0.0,2527.0,0.0,86.0,0.0,6.0,3.0,4197.0,15.0,0.0,5.0,54.0,15.0,4983.0,19.0,37.0,0.0,0.0,4
8.0,4.0,0.0,9.0,5.0,20.0,6854.0,1.0,0.0,0.0,1.0,0.0,705.0,0.0,94.0,0.0,3.0,0.0,0.0,0.0,59.0,0.0,0.0,2776.0,376.0,1660.0,0.0,67.0,0.0,0.0,1.0,6211.0,0.0,26.0,97.0,27.0,3.0,6.0,631.0,4.0,0.0,0.0,1
1.0,0.0,2.0,0.0,0.0,91.0,8804.0,7.0,0.0,1.0,32.0,0.0,127.0,0.0,28.0,835.0,1.0,554.0,145.0,1.0,71.0,0.0,0.0,1673.0,360.0,5497.0,10.0,14.0,0.0,0.0,0.0,1594.0,0.0,0.0,0.0,37.0,0.0,1087.0,45.0,0.0,0.0,0.0,0
0.0,1.0,1.0,1.0,0.0,70.0,8006.0,72.0,8.0,0.0,36.0,0.0,95.0,5.0,45.0,230.0,0.0,1564.0,1627.0,0.0,8.0,1.0,0.0,1088.0,151.0,3701.0,23.0,45.0,2.0,2.0,4.0,1848.0,3.0,2.0,0.0,63.0,0.0,510.0,19.0,0.0,0.0,0.0,0
5.0,0.0,0.0,0.0,2.0,135.0,9619.0,0.0,0.0,0.0,50.0,0.0,64.0,0.0,113.0,1.0,0.0,173.0,58.0,8.0,152.0,0.0,0.0,3483.0,89.0,3847.0,10.0,198.0,16.0,0.0,108.0,3.0,6.0,0.0,3.0,35.0,0.0,758.0,0.0,11.0,2.0,0.0,0
4.0,4.0,2.0,2.0,0.0,160.0,4632.0,0.0,2.0,33.0,314.0,0.0,229.0,0.0,333.0,0.0,5.0,45.0,106.0,5.0,0.0,0.0,0.0,3624.0,174.0,2628.0,14.0,254.0,3.0,0.0,0.0,5075.0,0.0,0.0,0.0,245.0,0.0,8879.0,4.0,57.0,1.0,0.0,1
1.0,0.0,0.0,0.0,0.0,88.0,13514.0,0.0,0.0,7.0,22.0,0.0,119.0,0.0,12.0,20.0,0.0,446.0,78.0,51.0,1.0,1.0,0.0,2242.0,224.0,5265.0,17.0,24.0,0.0,0.0,942.0,225.0,0.0,0.0,0.0,205.0,0.0,7770.0,4.0,0.0,0.0,0.0,1
1.0,0.0,1.0,1.0,2.0,216.0,5183.0,0.0,1.0,52.0,97.0,0.0,716.0,5.0,26.0,498.0,2.0,802.0,359.0,7.0,25.0,0.0,0.0,2352.0,41.0,2645.0,9.0,105.0,1.0,1.0,0.0,408.0,1.0,4.0,0.0,372.0,0.0,726.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,4.0,0.0,30.0,4658.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,40.0,0.0,0.0,8.0,481.0,0.0,497.0,0.0,0.0,989.0,102.0,871.0,0.0,0.0,0.0,0.0,0.0,2533.0,0.0,0.0,0.0,812.0,0.0,28.0,712.0,0.0,0.0,0.0,1
7.0,0.0,0.0,1.0,0.0,245.0,7339.0,68.0,1.0,6.0,35.0,0.0,69.0,19.0,14.0,844.0,1.0,940.0,330.0,74.0,1.0,0.0,0.0,1197.0,58.0,2175.0,7.0,25.0,0.0,0.0,364.0,2.0,0.0,2.0,0.0,388.0,0.0,352.0,4.0,0.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,4.0,5455.0,18.0,0.0,0.0,2.0,0.0,43.0,5.0,68.0,26.0,0.0,169.0,208.0,7.0,1.0,0.0,0.0,886.0,93.0,1753.0,0.0,63.0,3.0,0.0,4.0,535.0,1.0,0.0,0.0,68.0,0.0,4.0,121.0,0.0,0.0,0.0,1
19.0,2.0,0.0,3.0,0.0,1024.0,2797.0,0.0,0.0,0.0,172.0,0.0,1399.0,0.0,137.0,0.0,8.0,297.0,58.0,0.0,56.0,0.0,0.0,3081.0,30.0,1434.0,0.0,30.0,0.0,0.0,80.0,659.0,0.0,8.0,0.0,69.0,1.0,130.0,2714.0,1.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,158.0,16717.0,0.0,0.0,0.0,41.0,0.0,154.0,0.0,26.0,0.0,0.0,549.0,6.0,0.0,12.0,0.0,0.0,4321.0,158.0,4814.0,0.0,21.0,0.0,0.0,0.0,3326.0,0.0,12.0,0.0,227.0,0.0,11.0,8.0,3.0,0.0,0.0,1
0.0,0.0,0.0,21.0,0.0,94.0,897.0,7.0,0.0,0.0,0.0,10.0,135.0,0.0,323.0,0.0,0.0,79.0,0.0,0.0,43.0,0.0,0.0,11430.0,53.0,2000.0,0.0,51.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,20.0,0.0,13.0,0.0,6.0,0.0,0.0,0
3.0,0.0,0.0,0.0,0.0,57.0,11350.0,0.0,0.0,20.0,83.0,0.0,92.0,15.0,11.0,72.0,0.0,412.0,159.0,109.0,0.0,0.0,0.0,1153.0,56.0,3542.0,11.0,39.0,6.0,0.0,0.0,90.0,0.0,2.0,0.0,95.0,0.0,2624.0,1.0,0.0,0.0,2.0,1
0.0,0.0,0.0,0.0,0.0,3.0,5732.0,5.0,0.0,0.0,0.0,0.0,1171.0,0.0,21.0,0.0,8.0,36.0,166.0,0.0,42.0,0.0,0.0,3823.0,334.0,1282.0,0.0,19.0,0.0,0.0,0.0,4855.0,0.0,6.0,0.0,148.0,0.0,19.0,0.0,0.0,0.0,0.0,0
