sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H25772,0,0,0,0,0,5,1,0,0,0,0,0,0,231,0,0,3370,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,313,0,98,0,1,0,0,65,371,0,33,0,0,2797,155,2932,0,10,0,0,0,0,0,0,3127,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,109,0,0,0,5,0,0,0,0,118,0,0,0,0,0,0,0,0,0,1
H25773,0,0,0,0,0,0,1,0,2,0,1,0,0,35,0,0,13909,0,0,0,0,0,0,0,7,0,131,0,0,0,0,0,181,0,6,1,0,0,0,565,451,1,9,0,0,3513,244,4456,7,17,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1080,0,0,0,16,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0
H25774,0,0,0,0,2,0,1,0,1,0,0,0,0,85,0,0,7557,0,1,0,0,0,0,0,21,0,35,0,0,0,0,0,254,3,41,0,2,0,0,1865,1,5,7,0,1,2293,161,5273,39,27,0,1,0,0,0,2312,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,246,0,0,0,178,0,0,0,0,14,3,0,0,0,0,0,0,0,0,1
H25775,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,0,253,0,0,0,0,11,12,0,14,0,0,2008,215,1474,52,29,0,0,0,0,0,0,15557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,182,0,0,0,0,0,91,0,0,0,0,0,0,0,0,4
H25776,0,0,0,0,0,7,1,0,0,0,0,0,0,134,0,0,6746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,245,0,2,0,0,0,0,0,4,0,0,3436,84,1379,0,11,0,0,0,0,0,0,1057,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,1761,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1
H25777,0,0,0,0,0,3,0,0,0,0,0,0,0,89,0,0,7414,0,2,0,0,0,0,0,0,0,53,0,0,0,0,0,44,0,28,177,0,0,0,738,276,0,13,0,0,1537,19,3665,4,14,0,0,0,0,0,0,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,0,0,1,0,0,0,0,233,0,0,0,117,0,0,0,0,2,0
H25778,0,0,0,0,8,1,1,0,1,0,0,0,0,433,0,0,4370,0,0,0,0,0,0,0,21,0,12,0,0,0,0,0,68,5,151,1067,1,0,0,1013,114,9,34,0,0,2887,37,3745,11,66,0,2,0,0,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
H25779,0,0,0,0,2,5,2,0,4,0,0,0,0,135,0,0,6737,0,0,0,0,0,0,0,3,0,89,0,0,0,0,0,94,49,70,466,3,0,0,1406,1610,45,15,0,0,1191,127,2589,14,18,0,26,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,141,0,0,0,0,7,0,0,0,0,0,0,2,0,1,1
H25780,0,0,0,0,0,1,1,0,0,0,0,0,0,153,0,0,7047,0,0,0,0,0,0,0,43,0,9,0,0,0,0,0,213,0,24,31,0,0,0,294,158,0,0,0,0,2374,23,2514,0,7,0,0,0,0,0,909,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,4169,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
H25781,0,0,0,0,0,3,1,0,1,0,0,0,0,555,0,0,5298,1,0,0,0,0,0,0,3,0,143,0,0,0,0,0,331,0,5,4,0,0,0,104,29,0,182,0,0,2238,36,4162,1,11,0,0,0,0,0,0,2619,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,13419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H25782,0,0,0,1,7,1,1,0,1,0,1,0,0,766,0,0,8544,0,41,0,0,0,0,0,0,0,31,0,0,0,0,710,314,0,74,0,4,0,0,430,59,9,62,0,0,2538,12,1959,20,28,0,4,0,0,0,6,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5036,0,0,0,10466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H25786,0,0,0,0,2,3,5,0,2,0,0,0,0,304,0,0,4901,0,28,0,0,0,1,0,0,0,140,0,0,0,0,0,143,5,163,1325,4,0,0,194,743,7,2,0,0,1329,141,2609,47,37,0,1,0,0,0,1,1594,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,83,0,0,0,227,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
H25787,0,0,0,0,5,23,1,0,0,0,0,0,0,682,0,0,6211,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,85,1,190,31,13,0,0,9,18,1,445,0,0,2749,226,3315,1,13,0,0,0,0,0,436,1793,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,91,0,0,0,699,0,0,0,0,263,0,0,3,0,0,0,0,0,0,0
H25788,0,0,0,0,10,0,3,0,0,0,0,0,0,205,0,0,8327,0,0,0,0,0,0,0,1,0,90,0,0,0,0,0,24,0,90,0,0,0,0,10,0,0,0,0,0,3952,28,2848,0,20,0,0,0,0,0,283,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,1062,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
H25789,0,0,0,0,8,0,2,0,1,0,0,0,0,179,0,0,2055,0,1,0,0,0,0,0,139,0,64,0,0,0,0,0,41,40,784,0,2,0,0,145,760,17,2,1,7,4366,399,5316,52,91,0,5,0,0,0,0,3319,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,193,0,0,0,13275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
H25790,0,0,0,0,3,4,1,0,2,0,0,0,0,274,0,0,6430,0,42,0,0,0,0,0,0,0,52,0,0,0,0,0,277,9,538,314,4,0,0,2467,881,5,790,0,0,1988,99,5360,16,33,0,2,0,0,0,393,78,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,675,0,0,0,220,0,0,0,0,1272,1,0,1,0,0,0,0,0,0,1
H25791,0,0,0,0,0,0,1,0,0,0,1,0,0,18,0,0,7819,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,219,0,175,0,2,0,0,49,421,0,16,1,0,4060,216,4094,0,10,0,0,0,0,0,0,2603,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,46,0,0,0,26,0,0,0,0,245,0,0,0,0,0,0,0,0,3,0
H25792,0,0,0,0,1,0,6,0,1,0,0,0,0,140,0,0,8584,0,3,0,0,0,0,0,0,0,95,0,0,0,0,0,169,8,33,1571,1,0,0,1274,710,19,23,0,0,2058,35,3805,28,24,5,14,0,0,0,0,2518,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,494,0,0,0,6173,0,0,0,0,0,154,0,0,0,1,0,0,0,5,0
H25794,0,0,0,0,5,11,0,0,1,0,31,0,0,337,0,0,7388,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,358,0,142,481,6,0,0,605,147,2,74,0,0,2201,50,3631,0,27,0,0,0,0,0,21,562,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,34,0,0,0,1672,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0
H25795,0,0,0,0,2,4,0,0,10,0,0,0,0,146,0,0,9602,0,1,0,0,0,1,0,8,0,356,0,0,0,0,0,255,43,85,349,0,0,0,1520,793,17,60,0,1,2903,50,5034,34,53,0,4,6,0,0,959,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,71,0,0,0,0,6,5,0,0,0,0,0,0,3,1,1
H25796,0,0,0,0,0,0,3,0,0,0,2,0,0,104,0,0,6986,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,124,0,334,0,2,0,0,111,586,2,3,0,0,3088,15,3800,0,35,0,0,0,0,0,1421,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,175,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0
H25797,0,0,0,0,1,2,3,0,2,0,0,0,0,325,0,0,7246,0,0,0,0,0,0,0,63,0,54,0,0,0,0,0,896,0,209,171,4,0,0,223,124,3,253,0,0,4972,92,7769,0,168,0,0,0,0,0,0,5052,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,693,0,0,0,27,0,0,0,0,49,1,0,0,0,0,0,0,0,0,1
H25798,0,0,0,0,1,0,0,0,0,0,0,0,0,229,0,0,9516,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,145,0,105,0,1,0,0,89,0,0,39,0,0,2165,35,1328,0,38,0,2,0,0,0,0,10273,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
H25799,0,0,0,0,4,13,3,0,0,0,0,0,0,671,0,0,8628,0,0,0,0,0,0,0,0,0,213,0,0,0,0,1,64,0,83,0,2,0,0,4,1,0,5,1,0,3420,6,3485,0,39,0,0,0,0,0,1608,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,0,0,17,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
H25800,0,0,0,0,2,0,5,0,1,0,0,0,0,282,0,0,8744,0,0,0,0,0,0,0,63,0,113,0,0,0,0,0,106,11,184,130,1,0,0,325,735,1,41,1,0,3154,45,3670,15,34,0,4,2,0,0,595,36,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,1042,0,0,0,299,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
H25801,0,0,0,0,4,16,1,0,0,0,0,0,0,836,0,0,9776,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,868,0,207,0,2,0,0,50,2,39,34,1,5,2974,6,2981,20,191,0,0,0,0,0,0,695,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,344,0,0,0,3979,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H25802,0,0,0,0,1,2,3,0,0,0,0,0,0,49,0,0,8674,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,67,25,265,0,0,0,0,151,178,4,30,0,0,1934,21,2454,0,15,0,2,0,0,0,117,303,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,156,0,0,0,159,0,0,0,0,286,0,0,0,0,0,0,0,0,0,1
H25803,0,0,0,0,4,1,2,0,8,0,0,0,0,193,0,0,9981,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,140,1,35,0,1,0,0,197,8,2,5,0,4,2039,123,3114,55,50,0,11,1,0,0,95,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,2,2
H25804,0,0,0,0,0,0,1,0,1,0,0,0,0,264,0,0,4556,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,171,18,6,745,2,0,0,514,239,20,5,0,0,1482,242,3802,22,56,0,0,0,0,0,718,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,32,0,0,0,0,15,0,0,0,0,0,0,0,8,0,2
H25805,0,0,0,0,2,4,3,0,0,0,0,0,0,392,0,0,6594,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,244,0,10,0,1,0,0,174,639,0,7,0,0,3576,253,4784,0,20,0,0,0,0,0,1109,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H25806,0,0,0,0,0,1,3,0,0,0,1,0,0,176,0,0,6829,0,1,0,0,0,4,0,28,0,17,0,0,0,0,0,142,66,45,607,1,0,0,515,880,159,0,0,5,2006,168,4025,19,73,0,0,1,0,0,0,3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
H25807,0,0,0,0,3,4,0,0,1,0,0,0,0,511,0,0,7467,0,0,0,0,0,2,0,0,0,59,0,0,0,0,0,83,37,28,0,5,0,0,415,1291,235,5,1,0,898,22,3792,9,34,0,4,0,0,0,20,615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,377,0,0,0,1140,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H25808,0,0,0,0,2,0,0,0,0,0,0,0,0,179,0,0,7385,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,30,1,55,0,0,0,0,50,1,1,0,0,0,1832,10,1553,1,7,0,0,0,0,0,276,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,0,0,61,0,0,0,0,125,0,0,0,0,0,0,0,1,0,0
H25809,0,0,0,0,0,24,0,0,2,0,0,0,0,359,0,0,5069,0,0,0,0,0,0,0,5,0,23,0,0,0,0,0,2057,0,137,0,0,0,0,0,278,0,0,3,0,6715,12,1430,0,311,0,0,0,0,0,446,3068,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,21,0,0,0,0,15,1,0,0,0,0,0,0,0,0,1
H25810,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,0,6866,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,75,0,87,0,2,0,0,208,1,2,97,0,0,1452,76,2512,0,31,0,0,0,0,0,0,608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,27,0,0,0,0,235,0,0,0,0,0,0,0,0,2,0
H25811,0,0,0,0,0,0,0,0,2,0,0,0,0,66,0,0,7543,0,0,0,0,0,0,0,1,0,84,0,0,0,0,0,73,0,12,216,4,0,0,666,155,5,7,0,0,1872,75,2742,10,17,0,8,0,0,0,564,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,281,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0
H25813,0,0,0,0,1,5,3,0,0,0,0,0,0,240,0,0,5536,0,1,0,0,0,0,0,50,0,2,0,0,0,0,0,93,0,154,0,5,0,0,50,941,0,92,0,0,4214,52,4094,1,36,0,0,0,0,0,0,5181,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,40,0,0,0,0,94,2,0,0,0,0,0,0,0,0,1
H25815,0,0,0,0,6,1,1,0,2,0,3,0,0,404,0,0,5471,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,731,8,86,46,0,0,0,245,530,0,77,1,0,5929,345,5856,2,66,9,3,0,0,0,132,26,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,133,0,0,0,36,0,0,0,0,113,0,0,0,0,0,0,0,0,0,1
H25816,0,0,0,0,3,8,0,0,0,0,0,0,0,1499,0,0,4326,0,14,0,0,0,19,0,16,0,227,0,0,0,0,0,284,5,37,0,0,0,0,2286,1290,17,0,5,2,1452,17,3343,165,68,0,6,0,0,0,2,302,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,168,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4
H25817,0,0,0,0,1,0,1,0,0,0,1,0,0,1029,0,0,12473,0,6,0,0,0,9,0,97,0,108,0,0,0,0,0,250,0,73,0,2,0,0,432,0,0,0,0,0,4527,157,2120,0,43,0,0,0,0,0,89,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,125,0,0,0,1040,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
H25818,0,0,0,0,2,1,0,0,0,0,0,0,0,146,0,0,18090,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,877,0,678,0,0,0,0,0,0,0,0,0,0,6451,342,1761,0,11,0,0,0,0,0,0,4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2102,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
H25819,0,0,0,0,4,13,5,0,5,0,0,0,0,522,0,0,8528,0,8,0,0,0,0,0,0,0,2,0,0,0,0,6,159,0,534,20,1,0,0,279,7,0,163,3,0,3309,98,2808,7,29,0,0,0,0,0,0,920,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,30,0,0,0,11684,0,0,0,0,9,2593,0,0,0,0,0,0,0,0,1
H25821,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,6848,0,0,0,0,0,0,0,52,0,35,0,0,0,0,0,608,48,664,439,1,0,0,395,1312,54,1,1,2,3483,93,2979,30,54,0,2,3,0,0,0,4296,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1501,0,0,0,186,0,0,0,0,14,1,0,0,0,0,0,0,0,2,1
H25822,0,0,0,0,2,0,1,0,1,0,0,0,0,22,0,0,13623,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,124,18,5,0,6,0,0,28,93,11,3,0,0,2243,45,3895,0,49,0,1,1,0,0,0,3133,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1559,0,0,0,45,0,0,0,0,15,1,0,2,0,0,0,0,0,1,1
H25823,0,0,0,0,0,2,0,0,1,0,0,0,0,812,0,0,13081,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,168,8,84,0,0,0,0,1697,1264,6,37,0,1,1260,78,6241,16,70,0,1,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H25825,0,0,0,0,20,12,3,0,46,0,9,0,0,29,0,0,16558,0,2,3,0,0,0,0,0,0,30,0,0,0,0,0,838,260,1598,84,4,0,0,38,17,13,43,0,0,7820,272,7797,0,10,0,0,0,0,0,14,675,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,153,0,0,0,2336,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1
H25829,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,7446,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,69,0,66,22,0,0,0,405,27,0,0,0,0,2820,20,5216,12,4,0,0,2,0,0,2,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,0,2,0,0,0,0,861,2,0,0,0,0,0,0,0,0,0
H25830,0,0,0,0,5,1,1,0,0,0,0,0,0,390,0,0,8869,0,0,0,0,0,0,0,1,0,272,0,0,0,0,0,441,0,259,341,0,0,0,1412,897,9,35,0,0,4198,107,4967,50,26,0,0,4,0,0,80,3550,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,11,0,0,0,1042,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
H25831,0,0,0,0,2,9,0,0,0,0,0,0,0,72,0,0,8175,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,457,92,21,466,2,0,0,237,1017,60,26,0,1,2103,82,5620,53,46,0,4,3,0,0,0,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,10,0,0,0,0,86,0,0,0,0,0,0,0,1,0,0
H25832,0,0,0,0,1,0,1,0,1,0,0,0,0,345,0,0,4343,0,30,0,0,0,0,0,4,0,6,0,0,0,0,0,46,14,18,1237,25,0,0,162,744,3,18,0,0,968,38,2451,24,34,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,15,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2
H25833,0,0,0,0,1,3,5,0,4,0,1,0,0,181,0,0,4415,0,0,0,0,0,1,0,3,0,6,0,0,0,0,0,110,0,148,390,1,0,0,188,584,0,5,0,0,1763,60,3492,0,37,0,0,0,0,0,0,359,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,96,0,0,0,5279,0,0,0,2,54,0,0,0,0,0,0,0,0,0,0
H25836,0,0,0,0,1,0,2,0,0,0,0,0,0,91,0,0,8804,0,7,0,0,0,0,0,1,0,32,0,0,0,0,0,127,0,28,835,1,0,0,554,145,1,71,0,0,1673,360,5497,10,14,0,0,0,0,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1087,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
H25837,0,0,0,0,10,1,2,0,13,0,1,0,0,2349,0,0,4156,0,7,0,0,0,0,0,0,0,80,0,0,0,0,0,1537,0,1475,0,1,0,0,76,0,5,0,22,5,5475,1,3070,38,198,0,0,1,0,0,171,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,412,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1
H25838,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14771,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,52,0,3,0,0,0,1,0,5,0,0,2037,0,447,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,445,0,0,0,0,5243,0,0,0,0,0,0,0,0,0,0
H25839,0,0,0,0,5,4,1,0,1,0,0,0,0,181,0,0,6422,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,261,0,13,0,0,9,0,0,2058,5,0,2730,828,2274,0,6,0,0,0,0,0,0,5245,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,475,0,0,0,5613,0,0,0,0,1516,0,0,0,0,0,0,0,0,0,1
H25841,0,0,0,0,0,2,0,0,0,0,1,0,0,523,0,0,8047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,0,0,0,0,21,1,0,64,0,0,1738,122,2539,0,1,0,0,0,0,0,0,2059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,8,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0
H25842,0,0,0,0,67,26,3,0,61,0,2,0,0,594,0,0,1821,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,3100,0,53,0,0,0,27,0,222,7,0,2918,313,1388,0,32,0,0,0,0,0,14,266,0,0,0,0,0,0,24,0,0,0,0,7,0,0,0,594,0,0,0,8832,0,0,0,0,3847,5,0,1,0,0,0,0,0,0,0
